algorithm,run,seed,iteration,mean_population_fitness,std_population_fitness,best_fitness,worst_fitness,population_diversity,exploration_ratio,exploitation_ratio,unique_solution_count,repeat_rate,iteration_time
PSO,run_02,43,5,0.7733749999999999,0.017184422451743914,0.7908,0.7424,0.13701756745134167,1.0,0.0,8,0.0,6187.683067499998
PSO,run_02,43,6,0.754675,0.024377230667161517,0.7866,0.716,0.140530618453301,1.0,0.0,8,0.0,6155.9836
PSO,run_02,43,7,0.771725,0.01478645917723373,0.7808,0.7336,0.09982495538835452,1.0,0.0,8,0.0,6042.878292500001
PSO,run_02,43,8,0.75895,0.022647682000593333,0.7856,0.7186,0.13299229530173892,1.0,0.0,8,0.0,5984.516176500001
PSO,run_02,43,9,0.7718499999999999,0.007980444849756185,0.7852,0.7608,0.12889562380087022,1.0,0.0,8,0.0,6049.013094200003
PSO,run_02,43,10,0.7777499999999999,0.008791899680956323,0.7854,0.7598,0.10442358990249496,1.0,0.0,8,0.0,6036.6635871000035
PSO,run_02,43,11,0.7727249999999999,0.013999620530571528,0.786,0.7428,0.09954112651944186,1.0,0.0,8,0.0,6035.553505200005
PSO,run_02,43,12,0.772975,0.007604891517963951,0.7826,0.7592,0.09616198554711848,1.0,0.0,8,0.0,6090.259571199997
PSO,run_02,43,13,0.780575,0.011823044235728785,0.7938,0.755,0.08764535980389518,1.0,0.0,8,0.0,6091.5490918
PSO,run_02,43,14,0.773775,0.009308833170704052,0.7898,0.7602,0.09233552067258823,1.0,0.0,8,0.0,6088.494594000003
PSO,run_02,43,15,0.7766500000000001,0.0073673265164508825,0.7902,0.7654,0.052615424472820735,1.0,0.0,8,0.0,6089.508986400004
PSO,run_03,44,0,0.6764749999999999,0.031090985429863743,0.7302,0.6332,0.49457303249423956,0.875,0.125,8,0.0,3198.6817534
PSO,run_03,44,1,0.7175750000000001,0.03223979489699027,0.7796,0.6786,0.36129244190092136,0.875,0.125,8,0.0,5389.390058300007
PSO,run_03,44,2,0.749175,0.020691408241103347,0.7884,0.7114,0.31824437988617615,0.875,0.125,8,0.0,11509.486239799997
PSO,run_03,44,3,0.771225,0.0235674431154506,0.8014,0.7206,0.21916743242367964,0.875,0.125,8,0.0,11014.377079600003
PSO,run_03,44,4,0.794125,0.007930282151348732,0.8052,0.7796,0.19940177215975433,0.875,0.125,8,0.0,7870.506011999998
PSO,run_03,44,5,0.786225,0.0059753137992912,0.7966,0.778,0.12798654397399167,1.0,0.0,8,0.0,6417.0000879
PSO,run_03,44,6,0.786775,0.012566000756008248,0.8032,0.765,0.07508667678987029,1.0,0.0,8,0.0,5793.753674800013
PSO,run_03,44,7,0.785675,0.009356782299487361,0.801,0.7702,0.05733396851105749,1.0,0.0,8,0.0,6376.54936949999
PSO,run_03,44,8,0.789825,0.009700740951082037,0.8034,0.7712,0.06368166662899663,1.0,0.0,8,0.0,6376.17067989998
PSO,run_03,44,9,0.7826,0.012387897319561546,0.8032,0.764,0.07090329144811434,1.0,0.0,8,0.0,6376.535202400002
PSO,run_03,44,10,0.7824,0.010644716999526096,0.798,0.7648,0.07992686330326612,1.0,0.0,8,0.0,6376.377151199995
PSO,run_03,44,11,0.7838750000000001,0.011235184689180694,0.8074,0.7666,0.04822701712196872,0.875,0.125,8,0.0,5793.234786299989
PSO,run_03,44,12,0.785025,0.007127718779525449,0.7972,0.775,0.0483581649864879,1.0,0.0,8,0.0,5792.439262700005
PSO,run_03,44,13,0.791625,0.009668731819633831,0.8008,0.771,0.07560199172944475,1.0,0.0,8,0.0,6376.640295400022
PSO,run_03,44,14,0.78625,0.013621215070616846,0.8076,0.7648,0.06552235641147897,0.875,0.125,8,0.0,5792.807858199987
PSO,run_03,44,15,0.785525,0.01728465721384142,0.8094,0.7524,0.06526802481404555,0.875,0.125,8,0.0,5791.872741200001
WOA,run_01,42,0,0.67475,0.044230278090918694,0.7338,0.591,0.5057282398399663,0.875,0.125,8,0.0,1483.7984633999877
WOA,run_01,42,1,0.67065,0.041351753288101346,0.7156,0.5756,0.5768901254903649,1.0,0.0,8,0.0,1214.9558548999776
WOA,run_01,42,2,0.6557999999999999,0.05659655466545646,0.721,0.5668,0.495225169055889,1.0,0.0,8,0.0,1104.8065613999788
WOA,run_01,42,3,0.6725,0.08368285367983098,0.7304,0.4624,0.5930816594871954,1.0,0.0,8,0.0,1242.3483363999985
WOA,run_01,42,4,0.700925,0.0352992829247281,0.7318,0.6374,0.5758542442564263,1.0,0.0,8,0.0,2079.139856999973
WOA,run_01,42,5,0.6778500000000001,0.0649412619218321,0.729,0.513,0.47780483149589464,1.0,0.0,8,0.0,2138.3217579999764
WOA,run_01,42,6,0.7277750000000001,0.024081826654139,0.7586,0.674,0.32627611093072156,0.875,0.125,8,0.0,2219.1953238999995
WOA,run_01,42,7,0.70565,0.058603818134998695,0.7758,0.576,0.5126770471303972,0.875,0.125,8,0.0,5139.861865300016
WOA,run_01,42,8,0.7141500000000001,0.04220091823645547,0.7758,0.6372,0.5287053568061211,0.875,0.125,8,0.0,4532.4781173999945
WOA,run_01,42,9,0.74195,0.04601388377435662,0.7758,0.6248,0.3174141767690593,0.875,0.125,8,0.0,4841.33070240001
WOA,run_01,42,10,0.7277750000000001,0.043031550924873714,0.7736,0.6416,0.23939157991876409,1.0,0.0,8,0.0,7583.105251400004
WOA,run_01,42,11,0.722325,0.055408026268763635,0.7648,0.627,0.2721561331924084,1.0,0.0,7,0.125,6102.2558938
WOA,run_01,42,12,0.737725,0.03094138611956486,0.7712,0.6688,0.26373278617677226,1.0,0.0,8,0.0,7653.675894600019
WOA,run_01,42,13,0.7634,0.011936079758446662,0.784,0.7468,0.11770541044716869,0.875,0.125,8,0.0,6169.920104700024
WOA,run_01,42,14,0.772625,0.007612777088553156,0.784,0.7606,0.05049724453733864,0.875,0.125,8,0.0,5348.298405699956
WOA,run_01,42,15,0.77945,0.006583881833690528,0.784,0.765,0.020295443224088813,0.375,0.625,4,0.5,2292.4160987000214
WOA,run_02,43,0,0.63925,0.06090646517406835,0.7264,0.5274,0.5977776078043604,0.875,0.125,8,0.0,2190.0435242000385
WOA,run_02,43,1,0.6288750000000001,0.07291892329841412,0.7264,0.5204,0.5904752799461739,0.875,0.125,8,0.0,780.353551600012
WOA,run_02,43,2,0.6484749999999999,0.028687442810400515,0.6974,0.617,0.7043547165282436,1.0,0.0,8,0.0,1785.7799673999543
WOA,run_02,43,3,0.666225,0.030992166348934026,0.7232,0.6256,0.6713344501229855,1.0,0.0,8,0.0,1938.0157742000301
WOA,run_02,43,4,0.6474,0.06177515681890254,0.7566,0.5672,0.47218819003655477,0.875,0.125,8,0.0,1080.4722377000144
WOA,run_02,43,5,0.68255,0.044837344925853964,0.7566,0.602,0.4761395461059957,0.875,0.125,8,0.0,2139.216504000011
WOA,run_02,43,6,0.678375,0.04911175393935752,0.736,0.5816,0.47696485268429967,1.0,0.0,8,0.0,2778.7097615000093
WOA,run_02,43,7,0.657625,0.07080772821521675,0.7386,0.492,0.4993669275223565,1.0,0.0,8,0.0,1897.571274499991
WOA,run_02,43,8,0.7003,0.018612630120431694,0.7344,0.6766,0.3926134148493589,1.0,0.0,8,0.0,2237.7144242000068
WOA,run_02,43,9,0.697325,0.04748830777149256,0.7444,0.6,0.3601140730497036,1.0,0.0,8,0.0,2614.319823800004
WOA,run_02,43,10,0.677025,0.058979948923341734,0.758,0.5682,0.29123259968547754,0.875,0.125,8,0.0,1497.1933910999796
WOA,run_02,43,11,0.70415,0.014838042323702942,0.7166,0.672,0.1838978626591046,1.0,0.0,8,0.0,1804.2593891000142
WOA,run_02,43,12,0.716175,0.02244915087481038,0.7692,0.6934,0.2515402133122397,0.875,0.125,8,0.0,1962.2139408999938
WOA,run_02,43,13,0.738575,0.02474337032418988,0.7692,0.6838,0.10408549480404714,0.875,0.125,8,0.0,1522.7542403000407
WOA,run_02,43,14,0.7300249999999999,0.01643302695792834,0.7582,0.7106,0.07687765822933357,1.0,0.0,8,0.0,1413.1185115000117
WOA,run_02,43,15,0.756225,0.019058183937615894,0.7692,0.714,0.028128596959801862,0.375,0.625,4,0.5,688.6611549999798
WOA,run_03,44,0,0.6764749999999999,0.031090985429863743,0.7302,0.6332,0.49457303249423956,0.875,0.125,8,0.0,3200.164932399988
WOA,run_03,44,1,0.7076499999999999,0.040273161038090866,0.7432,0.6102,0.41520113981689577,0.875,0.125,8,0.0,4460.619126099977
WOA,run_03,44,2,0.68245,0.060489399897833356,0.7808,0.6122,0.5645718892567451,0.875,0.125,8,0.0,3759.6179928999627
WOA,run_03,44,3,0.727125,0.04793275889201455,0.7904,0.649,0.42476811970287276,0.875,0.125,8,0.0,11128.466738599993
WOA,run_03,44,4,0.718275,0.06997920673314323,0.7908,0.5662,0.4586121018005576,0.875,0.125,8,0.0,4549.111849999987
WOA,run_03,44,5,0.734,0.05075401461953525,0.7908,0.6326,0.4705861825822707,0.875,0.125,8,0.0,9179.319469400041
WOA,run_03,44,6,0.744275,0.03754889312616286,0.7752,0.6662,0.3332034127830762,1.0,0.0,8,0.0,7898.711591900035
WOA,run_03,44,7,0.74565,0.06882751993207369,0.7912,0.5662,0.33156910862076366,0.875,0.125,8,0.0,5650.753051599953
WOA,run_03,44,8,0.77795,0.013707570900783268,0.8012,0.7612,0.12387156551334619,0.875,0.125,8,0.0,14830.532631499984
WOA,run_03,44,9,0.771725,0.018237855548281983,0.796,0.7296,0.19086080052763157,1.0,0.0,8,0.0,10249.732568599982
WOA,run_03,44,10,0.7581,0.05440974177479617,0.7976,0.6178,0.27349032297015957,1.0,0.0,8,0.0,10204.442925199983
WOA,run_03,44,11,0.7713749999999999,0.026203899995992982,0.806,0.7132,0.132987827669309,0.875,0.125,8,0.0,8594.044810899999
WOA,run_03,44,12,0.785575,0.01272259309260498,0.806,0.767,0.06766430150321467,0.875,0.125,8,0.0,11781.733828499971
WOA,run_03,44,13,0.7793749999999999,0.007871110150417176,0.7912,0.7686,0.0671696245666655,1.0,0.0,8,0.0,12243.127713599999
WOA,run_03,44,14,0.7843,0.017076006558911856,0.8154,0.7654,0.04990606540786167,0.875,0.125,8,0.0,11366.559213600005
WOA,run_03,44,15,0.807925,0.013301480180791926,0.8154,0.7794,0.0036929156096890134,0.25,0.75,3,0.625,2618.210351800022
RAO,run_01,42,0,0.67475,0.044230278090918694,0.7338,0.591,0.5057282398399663,0.875,0.125,8,0.0,1484.8403887999593
RAO,run_01,42,1,0.705275,0.0391520034608703,0.7402,0.605,0.46069301560353026,0.875,0.125,8,0.0,1672.4686074999627
RAO,run_01,42,2,0.712575,0.029325149189731316,0.7522,0.6558,0.38289750584732996,0.875,0.125,8,0.0,1502.2244268999784
RAO,run_01,42,3,0.725,0.014184498581197703,0.7522,0.7092,0.2588797502311491,0.875,0.125,8,0.0,2619.5621105000027
RAO,run_01,42,4,0.72375,0.018019364583691612,0.7654,0.6972,0.31290385651479524,0.875,0.125,8,0.0,2510.999755900004
RAO,run_01,42,5,0.738525,0.01580124599517392,0.7706,0.7182,0.29155416186567873,0.875,0.125,8,0.0,3269.9446045000223
RAO,run_01,42,6,0.7504500000000001,0.016704714903284037,0.77,0.7186,0.25334645502427255,1.0,0.0,8,0.0,2407.6126197000267
RAO,run_01,42,7,0.7628,0.010071246198956704,0.7742,0.7458,0.23994425972659372,0.875,0.125,8,0.0,3762.8514828000334
RAO,run_01,42,8,0.749875,0.015045908912392087,0.7794,0.7294,0.2890123621242938,0.875,0.125,8,0.0,2134.509244499961
RAO,run_01,42,9,0.7574000000000001,0.0167116725674003,0.7784,0.7326,0.2557594161141564,1.0,0.0,8,0.0,3771.71159229998
RAO,run_01,42,10,0.745125,0.01282612080872467,0.7592,0.7206,0.23150413115108406,1.0,0.0,8,0.0,2917.5445566999842
RAO,run_01,42,11,0.7400249999999999,0.022303236872705266,0.7784,0.7116,0.23118397200841698,1.0,0.0,8,0.0,2468.8265571999946
RAO,run_01,42,12,0.7509,0.014915763473587267,0.7784,0.7332,0.18887833467443396,1.0,0.0,8,0.0,2180.3036886999616
RAO,run_01,42,13,0.746975,0.012683626255925394,0.7698,0.7294,0.17360286484000678,1.0,0.0,8,0.0,2143.4223813000135
RAO,run_01,42,14,0.7421,0.017151093259614683,0.7698,0.72,0.18063893934546887,1.0,0.0,8,0.0,2305.1818404999794
RAO,run_01,42,15,0.7423,0.015792086625902223,0.7698,0.7156,0.16098171497009867,1.0,0.0,8,0.0,2144.4375345999724
RAO,run_02,43,0,0.63925,0.06090646517406835,0.7264,0.5274,0.5977776078043604,0.875,0.125,8,0.0,2188.390537899977
RAO,run_02,43,1,0.675825,0.03540853534107279,0.7388,0.6102,0.5536227607191706,0.875,0.125,8,0.0,1575.9730315000052
RAO,run_02,43,2,0.7038249999999999,0.05812860203892744,0.7812,0.6074,0.516518029735267,0.875,0.125,8,0.0,2341.7070689999964
RAO,run_02,43,3,0.7258,0.019169767865052527,0.7492,0.697,0.350398498633899,1.0,0.0,8,0.0,2420.6952045999933
RAO,run_02,43,4,0.72885,0.0262182665330872,0.765,0.696,0.33188044955021745,1.0,0.0,8,0.0,4206.092824599997
RAO,run_02,43,5,0.749225,0.032315853307625965,0.7804,0.6918,0.2606875717129403,1.0,0.0,8,0.0,5949.623253900034
RAO,run_02,43,6,0.741375,0.025544752396529508,0.7698,0.6918,0.2928516442190226,1.0,0.0,8,0.0,5752.48177220003
RAO,run_02,43,7,0.749175,0.025833009406571274,0.7794,0.6994,0.26474537840289203,1.0,0.0,8,0.0,4854.183414700092
RAO,run_02,43,8,0.753075,0.021509983147366706,0.7824,0.7116,0.2158862037775423,0.875,0.125,8,0.0,5633.44124830002
RAO,run_02,43,9,0.75465,0.016948672514388877,0.7768,0.7262,0.20272098669347963,1.0,0.0,8,0.0,6331.840223200037
RAO,run_02,43,10,0.7444500000000001,0.021080974835144595,0.7732,0.6994,0.16831500191319182,1.0,0.0,8,0.0,6212.87700940005
RAO,run_02,43,11,0.75515,0.023223210372383913,0.7854,0.713,0.17128076662569464,0.875,0.125,8,0.0,6097.033135999925
RAO,run_02,43,12,0.7399,0.03533652501307962,0.791,0.6916,0.13354300824780949,0.875,0.125,8,0.0,6084.570929700043
RAO,run_02,43,13,0.733325,0.029375489357626027,0.7772,0.6938,0.13915760844472613,1.0,0.0,8,0.0,6079.411574300029
RAO,run_02,43,14,0.7288250000000001,0.008687023368219979,0.743,0.7146,0.1244125122541916,1.0,0.0,8,0.0,6072.4168889999855
RAO,run_02,43,15,0.7185250000000001,0.027527066225807643,0.7702,0.6734,0.14195388890763577,1.0,0.0,8,0.0,5320.077600300079
RAO,run_03,44,0,0.6764749999999999,0.031090985429863743,0.7302,0.6332,0.49457303249423956,0.875,0.125,8,0.0,3195.1059661000036
RAO,run_03,44,1,0.6807000000000001,0.025214479966876167,0.7312,0.6448,0.49109928211363707,0.875,0.125,8,0.0,3403.919415000011
RAO,run_03,44,2,0.7024250000000001,0.028590984155848854,0.7456,0.6402,0.38998144965190384,0.875,0.125,8,0.0,3440.069165599998
RAO,run_03,44,3,0.71805,0.01871490048063308,0.7458,0.6858,0.4113644209833175,0.875,0.125,8,0.0,4871.972728500026
RAO,run_03,44,4,0.724075,0.026688562625214563,0.7726,0.6772,0.3943204608963502,0.875,0.125,8,0.0,7679.468322400004
RAO,run_03,44,5,0.7486499999999999,0.022006078705666766,0.7742,0.712,0.28942457942530436,0.875,0.125,8,0.0,11271.30637840007
RAO,run_03,44,6,0.7519,0.018649932975750873,0.7794,0.7248,0.23224871038431327,0.875,0.125,8,0.0,9881.173693799996
RAO,run_03,44,7,0.7349249999999999,0.027996774367773158,0.7796,0.6778,0.19480396034786016,0.875,0.125,8,0.0,11374.486097400077
RAO,run_03,44,8,0.7592249999999999,0.011077200684288425,0.7782,0.743,0.11020146480079125,1.0,0.0,8,0.0,15413.820252999896
RAO,run_03,44,9,0.756425,0.017753996029063423,0.7774,0.7198,0.1394230484868908,1.0,0.0,8,0.0,11436.949990599998
RAO,run_03,44,10,0.7541,0.014554380783805266,0.7734,0.7332,0.09755808592161817,1.0,0.0,8,0.0,10881.3598336
RAO,run_03,44,11,0.751975,0.02118075482602071,0.7874,0.7126,0.13482201027720542,0.875,0.125,8,0.0,12611.661472499953
RAO,run_03,44,12,0.75365,0.013347565321061346,0.7744,0.7346,0.1412916480514898,1.0,0.0,8,0.0,11308.265771100065
RAO,run_03,44,13,0.76415,0.011752340192489328,0.7786,0.7422,0.09523333936413768,1.0,0.0,8,0.0,13736.104199100053
RAO,run_03,44,14,0.753275,0.018406503606062722,0.7748,0.725,0.12003012035452586,1.0,0.0,8,0.0,13396.130904800026
RAO,run_03,44,15,0.749525,0.023834835325632107,0.789,0.7128,0.04847170744486022,0.875,0.125,8,0.0,10046.874113099999
